timestamp,energy_wh,_id,sensor_id,granularity
2025-03-27T12:46:41.558Z,2.85,68122923b740a0ec57d611df,sensor_001,15 minutes
2025-03-27T13:01:41.558Z,2.85,68122923b740a0ec57d611e0,sensor_001,15 minutes
2025-03-27T13:16:41.558Z,3.0,68122923b740a0ec57d611e1,sensor_001,15 minutes
2025-03-27T13:31:41.558Z,2.94,68122923b740a0ec57d611e2,sensor_001,15 minutes
2025-03-27T13:46:41.558Z,2.79,68122923b740a0ec57d611e3,sensor_001,15 minutes
2025-03-27T14:01:41.558Z,2.79,68122923b740a0ec57d611e4,sensor_001,15 minutes
2025-03-27T14:16:41.558Z,2.7,68122923b740a0ec57d611e5,sensor_001,15 minutes
2025-03-27T14:31:41.558Z,2.73,68122923b740a0ec57d611e6,sensor_001,15 minutes
2025-03-27T14:46:41.558Z,2.67,68122923b740a0ec57d611e7,sensor_001,15 minutes
2025-03-27T15:01:41.558Z,2.73,68122923b740a0ec57d611e8,sensor_001,15 minutes
2025-03-27T15:16:41.558Z,2.7,68122923b740a0ec57d611e9,sensor_001,15 minutes
2025-03-27T15:31:41.558Z,2.76,68122923b740a0ec57d611ea,sensor_001,15 minutes
2025-03-27T15:46:41.558Z,2.67,68122923b740a0ec57d611eb,sensor_001,15 minutes
2025-03-27T16:01:41.558Z,2.73,68122923b740a0ec57d611ec,sensor_001,15 minutes
2025-03-27T16:16:41.558Z,2.73,68122923b740a0ec57d611ed,sensor_001,15 minutes
2025-03-27T16:31:41.558Z,2.7,68122923b740a0ec57d611ee,sensor_001,15 minutes
2025-03-27T16:46:41.558Z,2.73,68122923b740a0ec57d611ef,sensor_001,15 minutes
2025-03-27T17:01:41.558Z,2.73,68122923b740a0ec57d611f0,sensor_001,15 minutes
2025-03-27T17:16:41.558Z,2.7,68122923b740a0ec57d611f1,sensor_001,15 minutes
2025-03-27T17:31:41.558Z,2.73,68122923b740a0ec57d611f2,sensor_001,15 minutes
2025-03-27T17:46:41.558Z,2.73,68122923b740a0ec57d611f3,sensor_001,15 minutes
2025-03-27T18:01:41.558Z,2.73,68122923b740a0ec57d611f4,sensor_001,15 minutes
2025-03-27T18:16:41.558Z,2.76,68122923b740a0ec57d611f5,sensor_001,15 minutes
2025-03-27T18:31:41.558Z,2.76,68122923b740a0ec57d611f6,sensor_001,15 minutes
2025-03-27T18:46:41.558Z,2.79,68122923b740a0ec57d611f7,sensor_001,15 minutes
2025-03-27T19:01:41.558Z,2.73,68122923b740a0ec57d611f8,sensor_001,15 minutes
2025-03-27T19:16:41.558Z,2.79,68122923b740a0ec57d611f9,sensor_001,15 minutes
2025-03-27T19:31:41.558Z,2.79,68122923b740a0ec57d611fa,sensor_001,15 minutes
2025-03-27T19:46:41.558Z,2.73,68122923b740a0ec57d611fb,sensor_001,15 minutes
2025-03-27T20:01:41.558Z,2.76,68122923b740a0ec57d611fc,sensor_001,15 minutes
2025-03-27T20:16:41.558Z,2.73,68122923b740a0ec57d611fd,sensor_001,15 minutes
2025-03-27T20:31:41.558Z,2.73,68122923b740a0ec57d611fe,sensor_001,15 minutes
2025-03-27T20:46:41.558Z,2.67,68122923b740a0ec57d611ff,sensor_001,15 minutes
2025-03-27T21:01:41.558Z,2.73,68122923b740a0ec57d61200,sensor_001,15 minutes
2025-03-27T21:16:41.558Z,2.7,68122923b740a0ec57d61201,sensor_001,15 minutes
2025-03-27T21:31:41.558Z,2.73,68122923b740a0ec57d61202,sensor_001,15 minutes
2025-03-27T21:46:41.558Z,2.67,68122923b740a0ec57d61203,sensor_001,15 minutes
2025-03-27T22:01:41.558Z,2.73,68122923b740a0ec57d61204,sensor_001,15 minutes
2025-03-27T22:16:41.558Z,2.7,68122923b740a0ec57d61205,sensor_001,15 minutes
2025-03-27T22:31:41.558Z,2.73,68122923b740a0ec57d61206,sensor_001,15 minutes
2025-03-27T22:46:41.558Z,2.67,68122923b740a0ec57d61207,sensor_001,15 minutes
2025-03-27T23:01:41.558Z,2.76,68122923b740a0ec57d61208,sensor_001,15 minutes
2025-03-27T23:16:41.558Z,2.7,68122923b740a0ec57d61209,sensor_001,15 minutes
2025-03-27T23:31:41.558Z,2.73,68122923b740a0ec57d6120a,sensor_001,15 minutes
2025-03-27T23:46:41.558Z,2.73,68122923b740a0ec57d6120b,sensor_001,15 minutes
2025-03-28T00:01:41.558Z,2.73,68122923b740a0ec57d6120c,sensor_001,15 minutes
2025-03-28T00:16:41.558Z,2.73,68122923b740a0ec57d6120d,sensor_001,15 minutes
2025-03-28T00:31:41.558Z,2.67,68122923b740a0ec57d6120e,sensor_001,15 minutes
2025-03-28T00:46:41.558Z,2.76,68122923b740a0ec57d6120f,sensor_001,15 minutes
2025-03-28T01:01:41.558Z,2.7,68122923b740a0ec57d61210,sensor_001,15 minutes
2025-03-28T01:16:41.558Z,2.79,68122923b740a0ec57d61211,sensor_001,15 minutes
2025-03-28T01:31:41.558Z,2.7,68122923b740a0ec57d61212,sensor_001,15 minutes
2025-03-28T01:46:41.558Z,2.73,68122923b740a0ec57d61213,sensor_001,15 minutes
2025-03-28T02:01:41.558Z,2.7,68122923b740a0ec57d61214,sensor_001,15 minutes
2025-03-28T02:16:41.558Z,2.7,68122923b740a0ec57d61215,sensor_001,15 minutes
2025-03-28T02:31:41.558Z,2.7,68122923b740a0ec57d61216,sensor_001,15 minutes
2025-03-28T02:46:41.558Z,2.73,68122923b740a0ec57d61217,sensor_001,15 minutes
2025-03-28T03:01:41.558Z,2.7,68122923b740a0ec57d61218,sensor_001,15 minutes
2025-03-28T03:16:41.558Z,2.73,68122923b740a0ec57d61219,sensor_001,15 minutes
2025-03-28T03:31:41.558Z,2.7,68122923b740a0ec57d6121a,sensor_001,15 minutes
2025-03-28T03:46:41.558Z,2.67,68122923b740a0ec57d6121b,sensor_001,15 minutes
2025-03-28T04:01:41.558Z,2.76,68122923b740a0ec57d6121c,sensor_001,15 minutes
2025-03-28T04:16:41.558Z,2.67,68122923b740a0ec57d6121d,sensor_001,15 minutes
2025-03-28T04:31:41.558Z,2.76,68122923b740a0ec57d6121e,sensor_001,15 minutes
2025-03-28T04:46:41.558Z,2.67,68122923b740a0ec57d6121f,sensor_001,15 minutes
2025-03-28T05:01:41.558Z,2.76,68122923b740a0ec57d61220,sensor_001,15 minutes
2025-03-28T05:16:41.558Z,3.06,68122923b740a0ec57d61221,sensor_001,15 minutes
2025-03-28T05:31:41.558Z,3.09,68122923b740a0ec57d61222,sensor_001,15 minutes
2025-03-28T05:46:41.558Z,3.12,68122923b740a0ec57d61223,sensor_001,15 minutes
2025-03-28T06:01:41.558Z,3.06,68122923b740a0ec57d61224,sensor_001,15 minutes
2025-03-28T06:16:41.558Z,2.88,68122923b740a0ec57d61225,sensor_001,15 minutes
2025-03-28T06:31:41.558Z,2.73,68122923b740a0ec57d61226,sensor_001,15 minutes
2025-03-28T06:46:41.558Z,2.79,68122923b740a0ec57d61227,sensor_001,15 minutes
2025-03-28T07:01:41.558Z,2.73,68122923b740a0ec57d61228,sensor_001,15 minutes
2025-03-28T07:16:41.558Z,2.79,68122923b740a0ec57d61229,sensor_001,15 minutes
2025-03-28T07:31:41.558Z,2.73,68122923b740a0ec57d6122a,sensor_001,15 minutes
2025-03-28T07:46:41.558Z,2.79,68122923b740a0ec57d6122b,sensor_001,15 minutes
2025-03-28T08:01:41.558Z,2.7,68122923b740a0ec57d6122c,sensor_001,15 minutes
2025-03-28T08:16:41.558Z,2.79,68122923b740a0ec57d6122d,sensor_001,15 minutes
2025-03-28T08:31:41.558Z,2.7,68122923b740a0ec57d6122e,sensor_001,15 minutes
2025-03-28T08:46:41.558Z,2.76,68122923b740a0ec57d6122f,sensor_001,15 minutes
